individual,group,sex,audio_name,syllable,syllable_number,start_frequency,end_frequency,f0,min_f0,max_f0,range,duration,slope,fex,concavity
O16,canary,female,O16_9_14_Theme_1_B HG,G,23,2812.5,3000,3039.0625,2812.5,3187.5,375,61.333333,2.371860945,0.184773914,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,24,3000,3187.5,3048.913043,2437.5,3187.5,750,58.666667,2.479672806,0.194039363,1
O16,canary,female,O16_9_14_Theme_1_B HG,G,25,2812.5,3000,3105.978261,2812.5,3187.5,375,58.666667,1.377596003,0.127244767,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,26,2812.5,3000,2991.847826,2812.5,3187.5,375,61.333333,1.239836403,0.127883428,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,27,2812.5,3187.5,3105.978261,2812.5,3187.5,375,58.666667,0.551038401,0.086097907,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,28,2812.5,3187.5,3125,2812.5,3187.5,375,53.333333,1.212284483,0.108195814,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,29,3000,3187.5,3196.022727,3000,3375,375,64,1.803994766,0.154993158,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,30,2812.5,3187.5,3023.4375,2812.5,3187.5,375,61.333333,1.05416042,0.116195814,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,31,3000,3000,3000,3000,3000,0,69.333333,0,0.069333333,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,32,2625,3187.5,3053.571429,2625,3187.5,562.5,53.333333,0.909213362,0.094480194,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,33,2812.5,3000,3032.608696,2812.5,3187.5,375,64,1.377596003,0.1325781,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,34,3000,3187.5,3069.444444,2812.5,3187.5,375,72,1.165658157,0.1405781,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,35,2812.5,3000,3019.396552,2812.5,3375,562.5,85.333333,1.08239686,0.153911434,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,36,3000,3187.5,3107.142857,3000,3187.5,187.5,72,0.673491379,0.11314686,0
O16,canary,female,O16_9_14_Theme_1_B HG,G,37,3000,3187.5,3083.333333,3000,3187.5,187.5,72,0.233131631,0.08571562,0
O16,canary,female,O16_9_14_Theme_2_A E,E,1,3375,2062.5,2243.818681,1687.5,3375,1687.5,266.666667,1.366225369,0.585199585,2
O16,canary,female,O16_9_14_Theme_2_A F,F,1,2250,3000,2634.868421,1875,3187.5,1312.5,48,3.367456897,0.189907321,0
O16,canary,female,O16_9_14_Theme_2_A F,F,2,2250,3187.5,2634.868421,1875,3187.5,1312.5,48,3.030711207,0.173780059,0
O16,canary,female,O16_9_14_Theme_2_A F,F,3,1875,3000,2615.131579,1875,3000,1125,48,2.020474138,0.13029372,0
O16,canary,female,O16_9_14_Theme_2_A F,F,4,2250,2812.5,2536.184211,1875,3000,1125,48,3.704202586,0.201211299,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,1,2812.5,1125,2325,1125,2812.5,1687.5,10.666667,13.63820043,0.148609212,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,2,2437.5,2250,2100,1312.5,2437.5,1125,10.666667,16.66891164,0.180774849,1
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,3,2250,2250,2281.25,2250,2437.5,187.5,13.333333,2.424568966,0.040764573,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,4,2250,1125,1794.642857,1125,2250,1125,16,16.1637931,0.266745309,2
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,5,2250,1125,1767.857143,1125,2250,1125,16,16.1637931,0.264308123,2
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,6,2250,2250,2250,2062.5,2437.5,375,13.333333,4.849137931,0.070535292,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,7,2250,2250,2125,1312.5,2625,1312.5,13.333333,19.39655172,0.26165452,1
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,8,2250,1125,1804.6875,1125,2250,1125,18.666667,13.8546798,0.266884393,2
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,9,2437.5,1125,2125,1125,2437.5,1312.5,13.333333,10.91056034,0.14883294,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,10,2437.5,2250,2156.25,1312.5,2437.5,1125,13.333333,15.75969828,0.213313601,1
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,11,2250,1125,2008.928571,1125,2625,1500,18.666667,17.17403017,0.328940932,2
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,12,2250,1125,1955.357143,1125,2250,1125,16,16.1637931,0.266745309,2
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,13,2250,3000,2520.833333,2250,3000,750,26.666667,7.071659483,0.205471968,2
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,14,2437.5,2062.5,2156.25,1312.5,2625,1312.5,13.333333,16.97198276,0.229374452,1
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,15,2250,2250,2125,1312.5,2625,1312.5,13.333333,19.39655172,0.26165452,1
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,16,2437.5,2062.5,2276.785714,2062.5,2625,562.5,16,8.081896552,0.132815559,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,17,1875,2250,1987.5,1312.5,3000,1687.5,10.666667,30.30711207,0.323602486,2
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,18,2250,1875,2025,1875,2250,375,10.666667,3.030711207,0.040437385,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,19,2250,1687.5,1848.214286,1500,2250,750,16,5.051185345,0.089257057,0
OG_W4,canary,female,OG_10_23_Theme_1_A A,A,20,1875,1687.5,1757.8125,1687.5,1875,187.5,18.666667,0.865917488,0.032382287,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,1,1875,1687.5,1781.25,1687.5,1875,187.5,13.333333,1.212284483,0.027048953,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,2,2250,1500,1912.5,1312.5,3000,1687.5,13.333333,27.27640086,0.356003356,2
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,3,1687.5,1687.5,1687.5,1687.5,1687.5,0,16,0,0.016,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,4,2250,1687.5,1767.857143,1687.5,2250,562.5,16,3.030711207,0.061897981,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,5,2250,1687.5,1660.714286,1312.5,2250,937.5,16,7.071659483,0.123966999,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,6,1687.5,1687.5,1725,1687.5,1875,187.5,10.666667,3.030711207,0.038097907,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,7,2250,1687.5,1750,1312.5,2250,937.5,21.333333,5.303744612,0.126960854,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,8,2250,1687.5,1767.857143,1312.5,2250,937.5,18.666667,8.081896552,0.151725428,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,9,2250,1687.5,1781.25,1312.5,2250,937.5,18.666667,6.061422414,0.126633666,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,10,2250,1687.5,1757.8125,1312.5,2250,937.5,18.666667,6.061422414,0.124294188,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,11,2250,1687.5,1687.5,1312.5,2250,937.5,18.666667,6.061422414,0.124294188,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,12,2250,1687.5,1660.714286,1312.5,2250,937.5,16,7.071659483,0.123966999,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,13,2250,1687.5,1794.642857,1312.5,2250,937.5,16,7.071659483,0.123966999,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,14,937.5,1875,1708.333333,937.5,2250,1312.5,21.333333,11.36516703,0.253527258,2
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,15,2250,1875,1804.6875,1312.5,2250,937.5,18.666667,6.927339901,0.140349286,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,16,2250,1687.5,1770.833333,1312.5,2250,937.5,21.333333,6.819100216,0.154392095,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,17,937.5,1687.5,1687.5,937.5,2250,1312.5,21.333333,10.60748922,0.239811638,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,18,2250,1875,1791.666667,1312.5,2250,937.5,21.333333,6.061422414,0.140676474,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,19,2250,1687.5,1757.8125,1312.5,2250,937.5,18.666667,6.061422414,0.124294188,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,20,2250,1875,1687.5,1312.5,2250,937.5,18.666667,6.927339901,0.140349286,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,21,2250,1875,1812.5,1312.5,2250,937.5,21.333333,6.061422414,0.140676474,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,22,937.5,1687.5,1687.5,937.5,2250,1312.5,21.333333,10.60748922,0.239811638,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,23,937.5,1875,1645.833333,937.5,2250,1312.5,21.333333,11.36516703,0.25118778,2
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,24,937.5,1875,1604.166667,937.5,2250,1312.5,21.333333,11.36516703,0.253527258,2
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,25,2250,1687.5,1734.375,1312.5,2250,937.5,18.666667,6.061422414,0.126633666,0
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,26,937.5,1687.5,1593.75,937.5,2250,1312.5,18.666667,12.12284483,0.234805493,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,27,937.5,1687.5,1593.75,937.5,2250,1312.5,29.333333,9.42887931,0.247811638,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,28,937.5,1687.5,1668.75,937.5,2250,1312.5,24,9.42887931,0.240138826,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,29,937.5,1875,1687.5,937.5,2250,1312.5,21.333333,11.36516703,0.25118778,2
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,30,937.5,1687.5,1721.590909,937.5,2250,1312.5,29.333333,9.395204741,0.273214872,2
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,31,937.5,1687.5,1570.3125,937.5,2250,1312.5,18.666667,12.12284483,0.237144971,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,32,937.5,1687.5,1670.454545,937.5,2250,1312.5,32,9.294181034,0.274229118,2
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,33,2437.5,1687.5,1800,1312.5,2625,1312.5,29.333333,7.632902299,0.20708179,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,34,2250,1875,1687.5,1312.5,2250,937.5,18.666667,6.927339901,0.140349286,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,35,937.5,1687.5,1687.5,937.5,2250,1312.5,18.666667,12.12284483,0.237144971,1
OG_W4,canary,female,OG_10_23_Theme_1_A B,B,36,2250,1875,1781.25,1312.5,2250,937.5,18.666667,6.927339901,0.138009808,1
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,1,2250,3000,2906.25,2250,3187.5,937.5,18.666667,5.195504926,0.105711508,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,2,3000,3000,3000,3000,3000,0,16,0,0.016,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,3,3000,3000,3023.4375,3000,3187.5,187.5,18.666667,1.731834975,0.046097907,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,4,2812.5,3000,3023.4375,2812.5,3187.5,375,18.666667,2.597752463,0.059813527,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,5,3000,3000,3000,3000,3000,0,16,0,0.016,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,6,3000,3000,3000,3000,3000,0,16,0,0.016,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,7,2250,3000,2895.833333,2250,3000,750,21.333333,3.030711207,0.080946934,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,8,2812.5,3000,2976.5625,2812.5,3000,187.5,18.666667,0.865917488,0.032382287,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,9,3000,3000,3000,3000,3000,0,18.666667,0,0.018666667,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,10,3000,3000,3000,3000,3000,0,21.333333,0,0.021333333,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,11,3000,3000,3000,3000,3000,0,16,0,0.016,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,12,2625,3000,2958.333333,2625,3000,375,21.333333,1.515355603,0.051104052,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,13,2812.5,3000,2973.214286,2812.5,3000,187.5,16,1.010237069,0.02971562,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,14,2250,3000,2916.666667,2250,3000,750,21.333333,3.030711207,0.083376808,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,15,2250,3000,2882.8125,2250,3000,750,18.666667,3.463669951,0.078280267,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,16,2250,3000,2916.666667,2250,3000,750,21.333333,3.030711207,0.083376808,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,17,2250,3000,2906.25,2250,3000,750,18.666667,3.463669951,0.080710142,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,18,2250,3000,2906.25,2250,3000,750,18.666667,3.463669951,0.080710142,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,19,2812.5,3000,2979.166667,2812.5,3000,187.5,21.333333,0.757677802,0.035048953,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,20,2250,3000,2895.833333,2250,3000,750,21.333333,3.030711207,0.080946934,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,21,2250,3000,2916.666667,2250,3000,750,21.333333,3.030711207,0.083376808,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,22,2250,3000,2895.833333,2250,3000,750,21.333333,3.030711207,0.080946934,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,23,2812.5,3000,2958.333333,2812.5,3000,187.5,21.333333,0.757677802,0.035048953,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,24,2250,3000,2895.833333,2250,3000,750,21.333333,3.030711207,0.080946934,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,25,2250,3000,2916.666667,2250,3000,750,21.333333,3.030711207,0.083376808,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,26,2250,3000,2906.25,2250,3000,750,18.666667,3.463669951,0.080710142,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,27,2812.5,3000,2937.5,2812.5,3000,187.5,21.333333,0.757677802,0.035048953,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,28,2812.5,3000,2953.125,2812.5,3000,187.5,18.666667,0.865917488,0.032382287,0
OG_W4,canary,female,OG_10_23_Theme_1_A C,C,29,1312.5,3000,2437.5,1312.5,3000,1687.5,13.333333,10.91056034,0.156165244,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,1,1312.5,3187.5,2705.357143,1312.5,3187.5,1875,16,12.12284483,0.197386616,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,2,1312.5,3000,2464.285714,1312.5,3187.5,1875,16,11.11260776,0.186108182,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,3,1500,3000,2406.25,1500,3187.5,1687.5,13.333333,12.12284483,0.167288709,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,4,1500,3187.5,2517.857143,1312.5,3187.5,1875,16,13.1330819,0.213539422,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,5,1312.5,3187.5,2598.214286,1312.5,3187.5,1875,16,12.12284483,0.199978771,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,6,1312.5,3000,2578.125,1312.5,3000,1687.5,18.666667,7.793257389,0.161498577,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,7,1312.5,3000,2656.25,1312.5,3187.5,1875,13.333333,13.33512931,0.183441515,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,8,1312.5,3187.5,2785.714286,1312.5,3187.5,1875,16,12.12284483,0.197533652,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,9,1500,2625,2625,1500,3187.5,1687.5,18.666667,10.39100985,0.202539797,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,10,1312.5,3000,2544.642857,1312.5,3187.5,1875,16,11.11260776,0.18615751,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,11,1500,3000,2406.25,1500,3187.5,1687.5,13.333333,12.12284483,0.167288709,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,12,1500,3000,2491.071429,1500,3187.5,1687.5,16,10.10237069,0.16751819,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,13,2812.5,3000,2765.625,1500,3187.5,1687.5,18.666667,14.72059729,0.280732677,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,14,1500,3000,2400,1500,3000,1500,10.666667,12.12284483,0.137337838,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,15,1312.5,3187.5,2601.5625,1312.5,3187.5,1875,18.666667,10.39100985,0.200200318,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,16,3000,3000,2765.625,1500,3000,1500,18.666667,13.8546798,0.269461303,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,17,1312.5,3000,2517.857143,1312.5,3000,1687.5,16,9.092133621,0.153942545,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,18,2812.5,3000,2750,1500,3187.5,1687.5,21.333333,12.88052263,0.280958498,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,19,1312.5,3000,2544.642857,1312.5,3187.5,1875,16,11.11260776,0.181373785,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,20,1312.5,3000,2544.642857,1312.5,3187.5,1875,16,11.11260776,0.181373785,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,21,1312.5,3000,2544.642857,1312.5,3000,1687.5,16,9.092133621,0.156386792,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,22,1312.5,3000,2554.6875,1312.5,3000,1687.5,18.666667,7.793257389,0.156609212,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,23,2812.5,3000,2750,1500,3000,1500,21.333333,11.36516703,0.253628625,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,24,2812.5,3000,2708.333333,1312.5,3187.5,1875,21.333333,14.39587823,0.313245627,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,25,3000,2625,2795.454545,1500,3187.5,1687.5,26.666667,12.12284483,0.334735426,2
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,26,3187.5,3000,2710.227273,1500,3187.5,1687.5,26.666667,10.3044181,0.291280383,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,27,1500,2812.5,2756.25,1500,3000,1500,24,6.061422414,0.159398239,0
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,28,2812.5,2625,2676.136364,1312.5,3000,1687.5,29.333333,10.91056034,0.32127483,1
OG_W4,canary,female,OG_10_23_Theme_1_A D,D,29,1500,3000,2437.5,1500,3000,1500,18.666667,10.39100985,0.199865179,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,1,1687.5,3375,2843.75,1687.5,3562.5,1875,29.333333,6.061422414,0.202042213,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,2,1687.5,3562.5,2633.928571,1687.5,3562.5,1875,56,3.636853448,0.239978771,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,3,1687.5,3562.5,3080.357143,1687.5,3562.5,1875,34.666667,5.595159151,0.218645437,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,4,3375,3375,3401.785714,3375,3562.5,187.5,37.333333,0.932526525,0.064764573,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,5,1687.5,3375,2875,1687.5,3562.5,1875,37.333333,4.762546182,0.210042213,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,6,1687.5,3562.5,3050,1687.5,3562.5,1875,37.333333,5.195504926,0.223757833,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,7,2250,3375,2970.394737,1687.5,3562.5,1875,58.666667,4.579741379,0.293318793,1
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,8,3375,3562.5,3348.214286,1687.5,3562.5,1875,34.666667,9.791528515,0.361477348,1
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,9,1687.5,3562.5,3019.736842,1687.5,3562.5,1875,48,4.040948276,0.231978771,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,10,1687.5,3562.5,3062.5,1687.5,3562.5,1875,37.333333,4.329587438,0.196326593,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,11,1687.5,3375,2787.5,1687.5,3562.5,1875,37.333333,4.762546182,0.210042213,0
OG_W4,canary,female,OG_10_23_Theme_1_A E,E,12,3375,3375,3281.25,1687.5,3562.5,1875,24,13.46982759,0.33954079,1
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,1,1875,937.5,1593.75,937.5,2250,1312.5,32,7.439018417,0.289154073,2
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,2,1875,937.5,1500,937.5,2250,1312.5,29.333333,8.265576019,0.25918778,2
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,3,1875,937.5,1543.269231,937.5,2250,1312.5,34.666667,8.587015086,0.294162828,2
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,4,1875,1125,1725,1125,2250,1125,24,9.42887931,0.237695888,2
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,5,1875,2062.5,1755.681818,1125,2250,1125,32,10.70851293,0.319236092,3
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,6,1875,1125,1837.5,1125,2437.5,1312.5,24,9.42887931,0.237695888,1
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,7,1875,2062.5,1788.461538,937.5,3000,2062.5,32,18.68938578,0.609471791,5
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,8,1875,937.5,1774.038462,937.5,3000,2062.5,32,16.66891164,0.545084927,4
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,9,1875,1687.5,1721.590909,1125,2250,1125,26.666667,7.879849138,0.22170771,2
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,10,1875,3000,2046.875,1125,3000,1875,29.333333,13.22492163,0.404207859,2
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,11,1875,1125,1575,1125,2250,1125,26.666667,10.43911638,0.268206634,2
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,12,1875,2250,1743.75,1125,2250,1125,24,6.734913793,0.175554705,1
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,13,1875,2062.5,1823.863636,1125,2250,1125,34.666667,6.212957974,0.194920809,1
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,14,1875,937.5,1671.875,937.5,3000,2062.5,29.333333,21.49049765,0.641709451,4
OG_W4,canary,female,OG_10_23_Theme_1_B F,F,15,2062.5,1500,1575,1125,2250,1125,42.666667,7.93757697,0.326040552,2
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,1,937.5,2250,1687.5,937.5,2250,1312.5,29.333333,1.414331897,0.129929452,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,2,2250,2250,2250,2250,2250,0,8,0,0.008,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,3,2250,2250,2250,2250,2250,0,8,0,0.008,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,4,2250,2250,2250,2250,2250,0,18.666667,0,0.018666667,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,5,937.5,2250,2000,937.5,2250,1312.5,29.333333,3.232758621,0.153008796,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,6,2062.5,2250,2203.125,2062.5,2250,187.5,8,2.020474138,0.02171562,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,7,1875,2250,2218.75,1875,2437.5,562.5,24,2.121497845,0.076149896,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,8,937.5,2250,1968.75,937.5,2250,1312.5,29.333333,3.434806034,0.125065138,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,9,937.5,2250,2046.875,937.5,2437.5,1500,32,4.683826411,0.165471601,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,10,937.5,2250,1794.642857,937.5,2250,1312.5,32,6.903286638,0.155669902,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,11,937.5,2250,1950,937.5,2437.5,1500,32,4.826688218,0.16090226,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,12,937.5,2250,1666.666667,937.5,2437.5,1500,32,3.788389009,0.190163003,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,13,937.5,2250,1704.545455,937.5,2250,1312.5,32,2.727640086,0.135092657,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,14,937.5,2250,1960.227273,937.5,2250,1312.5,29.333333,4.849137931,0.162392095,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,15,1125,2062.5,1848.214286,1125,2062.5,937.5,26.666667,2.626616379,0.093395121,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 1,G,16,2250,2062.5,1958.333333,937.5,2250,1312.5,32,4.54606681,0.226823736,1
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,1,2062.5,2062.5,2062.5,2062.5,2062.5,0,10.666667,0,0.010666667,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,2,2250,2062.5,2212.5,1875,3000,1125,29.333333,7.408405172,0.251606542,1
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,3,1312.5,2062.5,2000,1312.5,2250,937.5,29.333333,3.409550108,0.112322162,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,4,3000,2062.5,2096.590909,1312.5,3000,1687.5,34.666667,8.182920259,0.257895252,1
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,5,2250,2062.5,1994.318182,1312.5,2250,937.5,34.666667,5.051185345,0.168796122,1
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,6,3000,2250,2287.5,2062.5,3000,937.5,37.333333,5.051185345,0.270788164,2
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,7,2250,2062.5,2062.5,1312.5,2250,937.5,29.333333,7.008519666,0.21952964,1
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,8,1125,2062.5,1928.571429,1125,2062.5,937.5,26.666667,1.262796336,0.097519832,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,9,2250,2250,2156.25,2062.5,2250,187.5,13.333333,4.849137931,0.068195814,0
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,10,2250,2250,2041.666667,1312.5,2250,937.5,32,6.667564655,0.204025481,1
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,11,2062.5,2062.5,2045.454545,1312.5,2437.5,1125,34.666667,6.667564655,0.241083852,1
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,12,937.5,2062.5,1892.045455,937.5,2250,1312.5,32,8.890086207,0.310077999,2
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,13,937.5,2062.5,1950,937.5,2437.5,1500,32,12.29121767,0.365023944,2
OG_W4,canary,female,OG_10_23_Theme_2_A_G 2,G,14,2250,2250,2268.75,2250,2437.5,187.5,32,0.841864224,0.054415057,0
